,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
2468,biochar_2493,Unassigned,Unassigned,Unassigned,97_0,Clustered,16,VC_97_0,16,0.545,1.0,0.545,1,1,1,1.0
2469,biochar_2495,Unassigned,Unassigned,Unassigned,769_0,Clustered,2,VC_769_0,2,1.0,1.0,1.0,1,1,1,1.0
2470,biochar_2496,Unassigned,Unassigned,Unassigned,717_0,Clustered,3,VC_717_0,3,1.0,1.0,1.0,1,1,1,1.0
2471,biochar_2498,Unassigned,Unassigned,Unassigned,155_0,Clustered,11,VC_155_0,11,0.5166,1.0,0.5166,1,1,1,1.0
2472,biochar_2499,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
2473,biochar_25,Unassigned,Unassigned,Unassigned,507_0,Clustered,2,VC_507_0,2,0.5536,0.87921671,0.4867,1,1,1,1.0
2474,biochar_2504,Unassigned,Unassigned,Unassigned,591_0,Clustered,4,VC_591_0,4,0.9665,0.89435023,0.8644,1,1,1,1.0
2475,biochar_2512,Unassigned,Unassigned,Unassigned,86_0,Clustered,11,VC_86_0,11,0.3759,1.0,0.3759,1,1,1,1.0
2476,biochar_2514,Unassigned,Unassigned,Unassigned,39_0,Clustered,3,VC_39_0,3,0.4351,0.9982075,0.4343,1,1,1,1.0
2477,biochar_2517,Unassigned,Unassigned,Unassigned,229_0,Clustered,2,VC_229_0,2,0.0746,0.94916107,0.0708,1,1,1,1.0
2478,biochar_2522,Unassigned,Unassigned,Unassigned,353_0,Clustered,5,VC_353_0,5,0.6077,0.99997736,0.6077,1,1,1,1.0
2479,biochar_2523,Unassigned,Unassigned,Unassigned,644_0,Clustered,2,VC_644_0,2,0.8931,0.81445332,0.7274,1,1,1,1.0
2480,biochar_2525,Unassigned,Unassigned,Unassigned,155_0,Clustered,11,VC_155_0,11,0.5166,1.0,0.5166,1,1,1,1.0
2481,biochar_2531,Unassigned,Unassigned,Unassigned,354_0,Clustered,4,VC_354_0,4,0.6061,0.99990862,0.606,1,1,1,1.0
2482,biochar_2533,Unassigned,Unassigned,Unassigned,582_0,Clustered,3,VC_582_0,3,0.7429,0.87736094,0.6518,1,1,1,1.0
2483,biochar_2539,Unassigned,Unassigned,Unassigned,193_0,Clustered,7,VC_193_0,7,0.3504,0.99999972,0.3504,1,1,1,1.0
2484,biochar_254,Unassigned,Unassigned,Unassigned,491_0,Clustered,2,VC_491_0,2,0.3342,0.9262493,0.3096,1,1,1,1.0
2485,biochar_2541,Unassigned,Unassigned,Unassigned,546_0,Clustered,3,VC_546_0,3,0.7444,0.98155579,0.7307,1,1,1,1.0
2486,biochar_2545,Unassigned,Unassigned,Unassigned,696_0,Clustered,3,VC_696_0,3,1.0,1.0,1.0,1,1,1,1.0
2487,biochar_2546,Unassigned,Unassigned,Unassigned,187_0,Clustered,2,VC_187_0,2,0.431,0.91813282,0.3957,1,1,1,1.0
2488,biochar_2548,Unassigned,Unassigned,Unassigned,463_0,Clustered,2,VC_463_0,2,0.0843,0.63588949,0.0536,1,1,1,1.0
2489,biochar_255,Unassigned,Unassigned,Unassigned,138_0,Clustered,13,VC_138_0,13,0.6267,1.0,0.6267,1,1,1,1.0
2490,biochar_2553,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
2491,biochar_2555,Unassigned,Unassigned,Unassigned,718_0,Clustered,2,VC_718_0,2,0.9582,0.5,0.4791,1,1,1,1.0
2492,biochar_2557,Unassigned,Unassigned,Unassigned,393_0,Clustered,2,VC_393_0,2,0.3674,0.93865445,0.3449,1,2,2,1.0
2493,biochar_2559,Unassigned,Unassigned,Unassigned,222_0,Clustered,11,VC_222_0,11,0.778,1.0,0.778,1,2,2,0.9636
2494,biochar_2562,Unassigned,Unassigned,Unassigned,379_0,Clustered,4,VC_379_0,4,0.6323,0.99981922,0.6322,1,1,1,1.0
2495,biochar_2568,Unassigned,Unassigned,Unassigned,584_0,Clustered,2,VC_584_0,2,0.2157,0.5,0.1079,1,1,1,1.0
2496,biochar_2569,Unassigned,Unassigned,Unassigned,387_0,Clustered,2,VC_387_0,2,0.1702,0.92948418,0.1582,1,1,1,1.0
2497,biochar_257,Unassigned,Unassigned,Unassigned,113_0,Clustered,13,VC_113_0,13,0.6337,1.0,0.6337,1,1,1,1.0
2498,biochar_2570,Unassigned,Unassigned,Unassigned,612_0,Clustered,5,VC_612_0,5,1.0,1.0,1.0,1,1,1,1.0
2499,biochar_2574,Unassigned,Unassigned,Unassigned,660_0,Clustered,2,VC_660_0,2,0.7767,0.81445332,0.6326,1,1,1,1.0
2500,biochar_2581,Unassigned,Unassigned,Unassigned,494_0,Clustered,3,VC_494_0,3,0.5445,0.95335502,0.5191,1,1,1,1.0
2501,biochar_2583,Unassigned,Unassigned,Unassigned,566_0,Clustered,4,VC_566_0,4,0.9702,0.96662349,0.9378,1,1,1,1.0
2502,biochar_2594,Unassigned,Unassigned,Unassigned,436_0,Clustered,6,VC_436_0,6,0.8415,0.99999378,0.8415,1,1,1,1.0
2503,biochar_2598,Unassigned,Unassigned,Unassigned,610_0,Clustered,2,VC_610_0,2,0.3354,0.6381632,0.214,1,1,1,1.0
2504,biochar_2601,Unassigned,Unassigned,Unassigned,708_0,Clustered,2,VC_708_0,2,0.595,0.72985431,0.4343,1,1,1,1.0
2505,biochar_2603,Unassigned,Unassigned,Unassigned,660_0,Clustered,2,VC_660_0,2,0.7767,0.81445332,0.6326,1,1,1,1.0
2506,biochar_2604,Unassigned,Unassigned,Unassigned,609_0,Clustered,3,VC_609_0,3,0.6575,0.98155579,0.6454,1,1,1,1.0
2507,biochar_2605,Unassigned,Unassigned,Unassigned,768_0,Clustered,2,VC_768_0,2,1.0,1.0,1.0,1,1,1,1.0
2508,biochar_2609,Unassigned,Unassigned,Unassigned,358_0,Clustered,6,VC_358_0,6,0.6352,0.99998175,0.6352,1,1,1,1.0
2509,biochar_2610,Unassigned,Unassigned,Unassigned,613_0,Clustered,3,VC_613_0,3,0.8435,0.97408504,0.8217,1,1,1,1.0
2510,biochar_2613,Unassigned,Unassigned,Unassigned,259_0,Clustered,6,VC_259_0,6,0.3494,0.99999756,0.3494,1,1,1,1.0
2511,biochar_2617,Unassigned,Unassigned,Unassigned,775_0,Clustered,2,VC_775_0,2,1.0,1.0,1.0,1,1,1,1.0
2512,biochar_2620,Unassigned,Unassigned,Unassigned,202_0,Clustered,2,VC_202_0,2,0.2287,0.94513227,0.2162,1,1,1,1.0
2513,biochar_2625,Unassigned,Unassigned,Unassigned,719_0,Clustered,3,VC_719_0,3,1.0,1.0,1.0,1,1,1,1.0
2514,biochar_2627,Unassigned,Unassigned,Unassigned,790_0,Clustered,2,VC_790_0,2,1.0,1.0,1.0,1,1,1,1.0
2515,biochar_2628,Unassigned,Unassigned,Unassigned,86_0,Clustered,11,VC_86_0,11,0.3759,1.0,0.3759,1,1,1,1.0
2516,biochar_263,Unassigned,Unassigned,Unassigned,791_0,Clustered,2,VC_791_0,2,1.0,1.0,1.0,1,1,1,1.0
2517,biochar_2632,Unassigned,Unassigned,Unassigned,520_0,Clustered,4,VC_520_0,4,0.8364,0.99879268,0.8354,1,1,1,1.0
2518,biochar_264,Unassigned,Unassigned,Unassigned,264_0,Clustered,2,VC_264_0,2,0.3106,0.94630333,0.2939,1,1,1,1.0
2519,biochar_2641,Unassigned,Unassigned,Unassigned,128_0,Clustered,7,VC_128_0,7,0.4132,0.99999878,0.4132,1,1,1,1.0
2520,biochar_2644,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
2521,biochar_2649,Unassigned,Unassigned,Unassigned,720_0,Clustered,2,VC_720_0,2,0.952,0.5,0.476,1,1,1,1.0
2522,biochar_265,Unassigned,Unassigned,Unassigned,201_0,Clustered,2,VC_201_0,2,0.2536,0.94502924,0.2397,1,1,1,1.0
2523,biochar_2651,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
2524,biochar_2652,Unassigned,Unassigned,Unassigned,585_0,Clustered,3,VC_585_0,3,0.5781,0.98155579,0.5675,1,1,1,1.0
2525,biochar_2654,Unassigned,Unassigned,Unassigned,224_0,Clustered,2,VC_224_0,2,0.3552,0.90478487,0.3214,1,1,1,1.0
2526,biochar_2656,Unassigned,Unassigned,Unassigned,219_0,Clustered,10,VC_219_0,10,0.5412,1.0,0.5412,1,1,1,1.0
2527,biochar_266,Unassigned,Unassigned,Unassigned,135_0,Clustered,2,VC_135_0,2,0.0838,0.95044671,0.0797,1,1,1,1.0
2528,biochar_2662,Unassigned,Unassigned,Unassigned,614_0,Clustered,2,VC_614_0,2,0.2803,0.72090768,0.202,1,1,1,1.0
2529,biochar_267,Unassigned,Unassigned,Unassigned,225_0,Clustered,9,VC_225_0,9,0.5842,1.0,0.5842,1,1,1,1.0
2530,biochar_2670,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
2531,biochar_2679,Unassigned,Unassigned,Unassigned,721_0,Clustered,2,VC_721_0,2,0.9856,0.5,0.4928,1,1,1,1.0
2532,biochar_2682,Unassigned,Unassigned,Unassigned,792_0,Clustered,2,VC_792_0,2,1.0,1.0,1.0,1,1,1,1.0
2533,biochar_2683,Unassigned,Unassigned,Unassigned,358_0,Clustered,6,VC_358_0,6,0.6352,0.99998175,0.6352,1,1,1,1.0
2534,biochar_2689,Unassigned,Unassigned,Unassigned,84_0,Clustered,18,VC_84_0,18,0.4981,1.0,0.4981,1,1,1,0.9935
2535,biochar_2690,Unassigned,Unassigned,Unassigned,121_0,Clustered,4,VC_121_0,4,0.3382,0.9999612,0.3382,1,1,1,1.0
2536,biochar_2693,Unassigned,Unassigned,Unassigned,345_0,Clustered,3,VC_345_0,3,0.3496,0.99513071,0.3479,1,1,1,1.0
2537,biochar_2695,Unassigned,Unassigned,Unassigned,600_0,Clustered,3,VC_600_0,3,0.7166,0.96662349,0.6926,1,1,1,1.0
2538,biochar_2696,Unassigned,Unassigned,Unassigned,305_0,Clustered,7,VC_305_0,7,0.6376,0.99995568,0.6376,1,1,1,1.0
2539,biochar_2702,Unassigned,Unassigned,Unassigned,183_0,Clustered,3,VC_183_0,3,0.2433,0.99504743,0.2421,1,1,1,1.0
2540,biochar_2704,Unassigned,Unassigned,Unassigned,433_0,Clustered,5,VC_433_0,5,0.7022,0.99966311,0.702,1,1,1,1.0
2541,biochar_2707,Unassigned,Unassigned,Unassigned,711_0,Clustered,2,VC_711_0,2,0.7918,0.72985431,0.5779,1,1,1,1.0
2542,biochar_271,Unassigned,Unassigned,Unassigned,787_0,Clustered,2,VC_787_0,2,1.0,1.0,1.0,1,1,1,1.0
2543,biochar_2715,Unassigned,Unassigned,Unassigned,489_0,Clustered,4,VC_489_0,4,0.8221,0.97730604,0.8034,1,1,1,1.0
2544,biochar_272,Unassigned,Unassigned,Unassigned,126_0,Clustered,8,VC_126_0,8,0.5853,0.99999985,0.5853,1,1,1,0.9643
2545,biochar_2720,Unassigned,Unassigned,Unassigned,636_0,Clustered,2,VC_636_0,2,0.4303,0.81445332,0.3504,1,1,1,1.0
2546,biochar_2726,Unassigned,Unassigned,Unassigned,780_0,Clustered,2,VC_780_0,2,1.0,1.0,1.0,1,1,1,1.0
2547,biochar_2729,Unassigned,Unassigned,Unassigned,113_0,Clustered,13,VC_113_0,13,0.6337,1.0,0.6337,1,1,1,1.0
2548,biochar_2732,Unassigned,Unassigned,Unassigned,538_0,Clustered,3,VC_538_0,3,0.1685,0.91237788,0.1537,1,2,2,1.0
2549,biochar_2734,Unassigned,Unassigned,Unassigned,783_0,Clustered,2,VC_783_0,2,1.0,1.0,1.0,1,1,1,1.0
2550,biochar_2738,Unassigned,Unassigned,Unassigned,718_0,Clustered,2,VC_718_0,2,0.9582,0.5,0.4791,1,1,1,1.0
2551,biochar_274,Unassigned,Unassigned,Unassigned,nan,Clustered,3,VC_713_0,3,1.0,1.0,1.0,1,1,1,1.0
2552,biochar_2749,Unassigned,Unassigned,Unassigned,713_0,Clustered,3,VC_713_0,3,1.0,1.0,1.0,1,1,1,1.0
2553,biochar_2750,Unassigned,Unassigned,Unassigned,469_0,Clustered,2,VC_469_0,2,0.1531,0.80800592,0.1237,1,1,1,1.0
2554,biochar_2751,Unassigned,Unassigned,Unassigned,216_0,Clustered,4,VC_216_0,4,0.4123,0.99921684,0.412,1,1,1,1.0
2555,biochar_2757,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
2556,biochar_2764,Unassigned,Unassigned,Unassigned,118_0,Clustered,4,VC_118_0,4,0.0366,0.54065891,0.0198,1,1,1,1.0
2557,biochar_2765,Unassigned,Unassigned,Unassigned,504_0,Clustered,4,VC_504_0,4,0.5761,0.85801161,0.4943,1,1,1,1.0
2558,biochar_2767,Unassigned,Unassigned,Unassigned,793_0,Clustered,2,VC_793_0,2,1.0,1.0,1.0,1,1,1,1.0
2559,biochar_2768,Unassigned,Unassigned,Unassigned,39_0,Clustered,3,VC_39_0,3,0.4351,0.9982075,0.4343,1,1,1,1.0
2560,biochar_2769,Unassigned,Unassigned,Unassigned,613_0,Clustered,3,VC_613_0,3,0.8435,0.97408504,0.8217,1,1,1,1.0
2561,biochar_277,Unassigned,Unassigned,Unassigned,327_0,Clustered,4,VC_327_0,4,0.538,0.99273859,0.5341,1,1,1,1.0
2562,biochar_2771,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.2048,0.99837225,0.2045,1,1,1,1.0
2563,biochar_2772,Unassigned,Unassigned,Unassigned,563_0,Clustered,2,VC_563_0,2,0.3152,0.89435023,0.2819,1,1,1,1.0
2564,biochar_2773,Unassigned,Unassigned,Unassigned,283_0,Clustered,15,VC_283_0,15,0.8394,0.99999999,0.8394,1,1,1,1.0
2565,biochar_2777,Unassigned,Unassigned,Unassigned,345_0,Clustered,3,VC_345_0,3,0.3496,0.99513071,0.3479,1,1,1,1.0
2566,biochar_278,Unassigned,Unassigned,Unassigned,584_0,Clustered,2,VC_584_0,2,0.2157,0.5,0.1079,1,1,1,1.0
2567,biochar_2789,Unassigned,Unassigned,Unassigned,287_0,Clustered,2,VC_287_0,2,0.24,0.9466884,0.2272,1,1,1,1.0
2568,biochar_279,Unassigned,Unassigned,Unassigned,432_0,Clustered,4,VC_432_0,4,0.546,0.99976737,0.5458,1,1,1,1.0
2569,biochar_2791,Unassigned,Unassigned,Unassigned,551_0,Clustered,3,VC_551_0,3,0.8399,0.98867275,0.8303,1,1,1,1.0
2570,biochar_2796,Unassigned,Unassigned,Unassigned,44_0,Clustered,32,VC_44_0,32,0.5828,1.0,0.5828,1,1,1,0.9738
2571,biochar_28,Unassigned,Unassigned,Unassigned,779_0,Clustered,2,VC_779_0,2,1.0,1.0,1.0,1,1,1,1.0
2572,biochar_2809,Unassigned,Unassigned,Unassigned,664_0,Clustered,2,VC_664_0,2,0.8575,0.81445332,0.6984,1,1,1,1.0
2573,biochar_2812,Unassigned,Unassigned,Unassigned,794_0,Clustered,2,VC_794_0,2,1.0,1.0,1.0,1,1,1,1.0
2574,biochar_2814,Unassigned,Unassigned,Unassigned,794_0,Clustered,2,VC_794_0,2,1.0,1.0,1.0,1,1,1,1.0
2575,biochar_282,Unassigned,Unassigned,Unassigned,515_0,Clustered,2,VC_515_0,2,0.5798,0.91237788,0.529,1,1,1,1.0
2576,biochar_2821,Unassigned,Unassigned,Unassigned,795_0,Clustered,2,VC_795_0,2,1.0,1.0,1.0,1,1,1,1.0
2577,biochar_2823,Unassigned,Unassigned,Unassigned,204_0,Clustered,5,VC_204_0,5,0.3557,0.99670732,0.3545,1,1,1,1.0
2578,biochar_2826,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
2579,biochar_283,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
2580,biochar_2833,Unassigned,Unassigned,Unassigned,131_0,Clustered,6,VC_131_0,6,0.1905,0.98173882,0.187,2,4,2,1.0
2581,biochar_2835,Unassigned,Unassigned,Unassigned,500_0,Clustered,3,VC_500_0,3,0.6066,0.97359624,0.5906,1,1,1,1.0
2582,biochar_2837,Unassigned,Unassigned,Unassigned,796_0,Clustered,2,VC_796_0,2,1.0,1.0,1.0,1,1,1,1.0
2583,biochar_2839,Unassigned,Unassigned,Unassigned,598_0,Clustered,2,VC_598_0,2,0.3317,0.86174976,0.2859,1,1,1,1.0
2584,biochar_284,Unassigned,Unassigned,Unassigned,331_0,Clustered,4,VC_331_0,4,0.8732,0.59870633,0.5228,1,1,1,1.0
2585,biochar_2841,Unassigned,Unassigned,Unassigned,377_0,Clustered,2,VC_377_0,2,0.1574,0.86635419,0.1364,1,1,1,1.0
2586,biochar_2845,Unassigned,Unassigned,Unassigned,616_0,Clustered,5,VC_616_0,5,1.0,1.0,1.0,1,1,1,1.0
2587,biochar_2847,Unassigned,Unassigned,Unassigned,179_0,Clustered,3,VC_179_0,3,0.1597,0.99079769,0.1583,1,2,2,1.0
2588,biochar_285,Unassigned,Unassigned,Unassigned,160_0,Clustered,5,VC_160_0,5,0.6469,0.99996369,0.6469,1,1,1,1.0
2589,biochar_2860,Unassigned,Unassigned,Unassigned,366_0,Clustered,8,VC_366_0,8,0.75,0.99995375,0.7499,2,2,2,1.0
2590,biochar_2862,Unassigned,Unassigned,Unassigned,698_0,Clustered,2,VC_698_0,2,0.8473,0.5,0.4236,1,1,1,1.0
2591,biochar_287,Unassigned,Unassigned,Unassigned,178_0,Clustered,20,VC_178_0,20,0.7787,1.0,0.7787,1,1,1,0.9474
2592,biochar_2871,Unassigned,Unassigned,Unassigned,255_0,Clustered,2,VC_255_0,2,0.2776,0.9396546,0.2608,1,1,1,1.0
2593,biochar_2872,Unassigned,Unassigned,Unassigned,402_0,Clustered,3,VC_402_0,3,0.4852,0.99446418,0.4825,1,1,1,1.0
2594,biochar_2883,Unassigned,Unassigned,Unassigned,594_0,Clustered,3,VC_594_0,3,0.5984,0.96318086,0.5764,1,1,1,1.0
2595,biochar_2884,Unassigned,Unassigned,Unassigned,715_0,Clustered,3,VC_715_0,3,1.0,1.0,1.0,1,1,1,1.0
2596,biochar_2885,Unassigned,Unassigned,Unassigned,340_0,Clustered,2,VC_340_0,2,0.2531,0.93569813,0.2368,1,1,1,1.0
2597,biochar_2886,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
2598,biochar_289,Unassigned,Unassigned,Unassigned,230_0,Clustered,3,VC_230_0,3,0.3026,0.98734811,0.2988,1,1,1,1.0
2599,biochar_2893,Unassigned,Unassigned,Unassigned,391_0,Clustered,4,VC_391_0,4,0.5031,0.99987154,0.503,1,1,1,1.0
2600,biochar_2895,Unassigned,Unassigned,Unassigned,418_0,Clustered,2,VC_418_0,2,0.0596,0.63588949,0.0379,1,1,1,1.0
2601,biochar_2899,Unassigned,Unassigned,Unassigned,721_0,Clustered,2,VC_721_0,2,0.9856,0.5,0.4928,1,1,1,1.0
2602,biochar_29,Unassigned,Unassigned,Unassigned,762_0,Clustered,2,VC_762_0,2,1.0,1.0,1.0,1,1,1,1.0
2603,biochar_2900,Unassigned,Unassigned,Unassigned,392_0,Clustered,2,VC_392_0,2,0.1142,0.85118927,0.0972,1,1,1,1.0
2604,biochar_2901,Unassigned,Unassigned,Unassigned,544_0,Clustered,4,VC_544_0,4,0.8608,0.98480859,0.8478,1,1,1,1.0
2605,biochar_2904,Unassigned,Unassigned,Unassigned,10_0,Clustered,9,VC_10_0,9,0.1518,1.0,0.1518,1,2,2,1.0
2606,biochar_2906,Unassigned,Unassigned,Unassigned,316_0,Clustered,2,VC_316_0,2,0.1589,0.93846104,0.1491,1,1,1,1.0
2607,biochar_2908,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
2608,biochar_291,Unassigned,Unassigned,Unassigned,797_0,Clustered,2,VC_797_0,2,1.0,1.0,1.0,1,1,1,1.0
2609,biochar_2911,Unassigned,Unassigned,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
2610,biochar_2912,Unassigned,Unassigned,Unassigned,239_0,Clustered,4,VC_239_0,4,0.358,0.99991713,0.358,1,1,1,1.0
2611,biochar_2914,Unassigned,Unassigned,Unassigned,616_0,Clustered,5,VC_616_0,5,1.0,1.0,1.0,1,1,1,1.0
2612,biochar_292,Unassigned,Unassigned,Unassigned,237_0,Clustered,2,VC_237_0,2,0.447,0.95014607,0.4247,1,1,1,1.0
2613,biochar_2922,Unassigned,Unassigned,Unassigned,530_0,Clustered,3,VC_530_0,3,0.5436,0.99188498,0.5391,1,1,1,1.0
2614,biochar_2923,Unassigned,Unassigned,Unassigned,708_0,Clustered,2,VC_708_0,2,0.595,0.72985431,0.4343,1,1,1,1.0
2615,biochar_293,Unassigned,Unassigned,Unassigned,453_0,Clustered,2,VC_453_0,2,0.5116,0.85557782,0.4377,1,1,1,1.0
2616,biochar_2938,Unassigned,Unassigned,Unassigned,200_0,Clustered,18,VC_200_0,18,0.8339,1.0,0.8339,1,1,1,1.0
2617,biochar_2939,Unassigned,Unassigned,Unassigned,250_0,Clustered,3,VC_250_0,3,0.5943,0.99722387,0.5926,1,1,1,1.0
2618,biochar_294,Unassigned,Unassigned,Unassigned,237_0,Clustered,2,VC_237_0,2,0.447,0.95014607,0.4247,1,1,1,1.0
2619,biochar_2941,Unassigned,Unassigned,Unassigned,147_0,Clustered,3,VC_147_0,3,0.4131,0.99769422,0.4122,1,1,1,1.0
2620,biochar_2943,Unassigned,Unassigned,Unassigned,467_0,Clustered,6,VC_467_0,6,0.6807,0.99999917,0.6807,1,1,1,1.0
2621,biochar_2945,Unassigned,Unassigned,Unassigned,630_0,Clustered,2,VC_630_0,2,0.7716,0.72985431,0.5632,1,1,1,1.0
2622,biochar_2953,Unassigned,Unassigned,Unassigned,549_0,Clustered,3,VC_549_0,3,0.8333,0.9595722,0.7996,1,1,1,1.0
2623,biochar_2954,Unassigned,Unassigned,Unassigned,616_0,Clustered,5,VC_616_0,5,1.0,1.0,1.0,1,1,1,1.0
2624,biochar_2956,Unassigned,Unassigned,Unassigned,427_0,Clustered,4,VC_427_0,4,0.7297,0.99792228,0.7282,1,1,1,1.0
2625,biochar_2957,Unassigned,Unassigned,Unassigned,716_0,Clustered,2,VC_716_0,2,0.6758,0.5,0.3379,1,1,1,1.0
2626,biochar_296,Unassigned,Unassigned,Unassigned,479_0,Clustered,2,VC_479_0,2,0.275,0.7754114,0.2133,1,1,1,1.0
2627,biochar_2960,Unassigned,Unassigned,Unassigned,516_0,Clustered,2,VC_516_0,2,0.762,0.87921671,0.67,1,1,1,1.0
2628,biochar_2969,Unassigned,Unassigned,Unassigned,527_0,Clustered,4,VC_527_0,4,0.8535,0.9993122,0.8529,1,1,1,1.0
2629,biochar_2970,Unassigned,Unassigned,Unassigned,344_0,Clustered,2,VC_344_0,2,0.1889,0.94461739,0.1784,1,1,1,1.0
2630,biochar_2972,Unassigned,Unassigned,Unassigned,177_0,Clustered,5,VC_177_0,5,0.4851,0.99999959,0.4851,1,1,1,1.0
2631,biochar_2974,Unassigned,Unassigned,Unassigned,525_0,Clustered,3,VC_525_0,3,0.6159,0.98867275,0.6089,1,1,1,1.0
2632,biochar_2976,Unassigned,Unassigned,Unassigned,361_0,Clustered,3,VC_361_0,3,0.2416,0.97784642,0.2363,1,1,1,1.0
2633,biochar_2977,Unassigned,Unassigned,Unassigned,26_1,Clustered,5,VC_26_1,5,0.3967,0.99731067,0.3957,1,1,1,1.0
2634,biochar_2978,Unassigned,Unassigned,Unassigned,99_0,Clustered,5,VC_99_0,5,0.4633,0.99999584,0.4633,1,1,1,1.0
2635,biochar_2979,Unassigned,Unassigned,Unassigned,798_0,Clustered,2,VC_798_0,2,1.0,1.0,1.0,1,1,1,1.0
2636,biochar_2981,Unassigned,Unassigned,Unassigned,302_0,Clustered,3,VC_302_0,3,0.3609,0.99473338,0.359,1,1,1,1.0
2637,biochar_2983,Unassigned,Unassigned,Unassigned,607_0,Clustered,3,VC_607_0,3,0.932,0.92554266,0.8626,1,1,1,1.0
2638,biochar_300,Unassigned,Unassigned,Unassigned,nan,Clustered,4,VC_319_0,4,0.5315,0.99990234,0.5314,1,1,1,1.0
2639,biochar_3001,Unassigned,Unassigned,Unassigned,319_0,Clustered,4,VC_319_0,4,0.5315,0.99990234,0.5314,1,1,1,1.0
2640,biochar_301,Unassigned,Unassigned,Unassigned,799_0,Clustered,2,VC_799_0,2,1.0,1.0,1.0,1,1,1,1.0
2641,biochar_3010,Unassigned,Unassigned,Unassigned,330_0,Clustered,2,VC_330_0,2,0.5082,0.90478487,0.4598,1,1,1,1.0
2642,biochar_3016,Unassigned,Unassigned,Unassigned,158_0,Clustered,5,VC_158_0,5,0.4391,0.99999991,0.4391,1,1,1,1.0
2643,biochar_3022,Unassigned,Unassigned,Unassigned,800_0,Clustered,2,VC_800_0,2,1.0,1.0,1.0,1,1,1,1.0
2644,biochar_3024,Unassigned,Unassigned,Unassigned,434_0,Clustered,6,VC_434_0,6,0.6229,0.96600212,0.6017,1,1,1,1.0
2645,biochar_3025,Unassigned,Unassigned,Unassigned,722_0,Clustered,2,VC_722_0,2,0.5866,0.5,0.2933,1,1,1,1.0
2646,biochar_303,Unassigned,Unassigned,Unassigned,nan,Clustered,3,VC_459_0,3,0.5132,0.99363432,0.5099,1,1,1,1.0
2647,biochar_3033,Unassigned,Unassigned,Unassigned,459_0,Clustered,3,VC_459_0,3,0.5132,0.99363432,0.5099,1,1,1,1.0
2648,biochar_304,Unassigned,Unassigned,Unassigned,165_0,Clustered,11,VC_165_0,11,0.5247,1.0,0.5247,1,1,1,1.0
2649,biochar_3041,Unassigned,Unassigned,Unassigned,126_0,Clustered,8,VC_126_0,8,0.5853,0.99999985,0.5853,1,1,1,0.9643
2650,biochar_3047,Unassigned,Unassigned,Unassigned,536_0,Clustered,3,VC_536_0,3,0.6229,0.95931944,0.5976,1,1,1,1.0
2651,biochar_3048,Unassigned,Unassigned,Unassigned,655_0,Clustered,2,VC_655_0,2,0.7883,0.72985431,0.5753,1,1,1,1.0
2652,biochar_3051,Unassigned,Unassigned,Unassigned,116_0,Clustered,4,VC_116_0,4,0.6968,0.99973557,0.6966,1,1,1,1.0
2653,biochar_3052,Unassigned,Unassigned,Unassigned,501_0,Clustered,3,VC_501_0,3,0.7504,0.98867275,0.7419,1,1,1,1.0
2654,biochar_3056,Unassigned,Unassigned,Unassigned,241_0,Clustered,4,VC_241_0,4,0.3816,0.9993724,0.3813,1,1,1,1.0
2655,biochar_3061,Unassigned,Unassigned,Unassigned,523_0,Clustered,2,VC_523_0,2,0.3302,0.91237788,0.3012,1,1,1,1.0
2656,biochar_3067,Unassigned,Unassigned,Unassigned,616_0,Clustered,5,VC_616_0,5,1.0,1.0,1.0,1,1,1,1.0
2657,biochar_3068,Unassigned,Unassigned,Unassigned,287_0,Clustered,2,VC_287_0,2,0.24,0.9466884,0.2272,1,1,1,1.0
2658,biochar_307,Unassigned,Unassigned,Unassigned,nan,Clustered,5,VC_271_0,5,0.4455,0.99951697,0.4453,1,1,1,1.0
